@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
867,'2024/04/16 10:32:51:658',4,0.118229,0.908333,2
868,'2024/04/16 10:32:51:658',4,0.118229,0.908333,2
869,'2024/04/16 10:32:51:858',4,0.118229,0.907407,2
870,'2024/04/16 10:32:51:858',4,0.120312,0.907407,2
871,'2024/04/16 10:32:51:878',4,0.120312,0.9,2
872,'2024/04/16 10:32:51:878',4,0.126563,0.9,2
873,'2024/04/16 10:32:51:898',4,0.126563,0.87037,2
874,'2024/04/16 10:32:51:898',4,0.144792,0.87037,2
875,'2024/04/16 10:32:51:918',4,0.144792,0.844444,2
876,'2024/04/16 10:32:51:918',4,0.159375,0.844444,2
877,'2024/04/16 10:32:51:938',4,0.159375,0.805556,2
878,'2024/04/16 10:32:51:938',4,0.178646,0.805556,2
879,'2024/04/16 10:32:51:958',4,0.178646,0.786111,2
880,'2024/04/16 10:32:51:958',4,0.188542,0.786111,2
881,'2024/04/16 10:32:51:978',4,0.188542,0.765741,2
882,'2024/04/16 10:32:51:978',4,0.195833,0.765741,2
883,'2024/04/16 10:32:51:998',4,0.195833,0.756481,2
884,'2024/04/16 10:32:51:998',4,0.198437,0.756481,2
885,'2024/04/16 10:32:52:018',4,0.198437,0.74537,2
886,'2024/04/16 10:32:52:018',4,0.199479,0.74537,2
887,'2024/04/16 10:32:52:038',4,0.199479,0.737963,2
888,'2024/04/16 10:32:52:038',4,0.2,0.737963,2
889,'2024/04/16 10:32:52:058',4,0.2,0.72963,2
890,'2024/04/16 10:32:52:058',4,0.2,0.72963,2
891,'2024/04/16 10:32:52:078',4,0.2,0.724074,2
892,'2024/04/16 10:32:52:078',4,0.2,0.724074,2
893,'2024/04/16 10:32:52:098',4,0.2,0.718518,2
894,'2024/04/16 10:32:52:098',4,0.200521,0.718518,2
895,'2024/04/16 10:32:52:118',4,0.200521,0.715741,2
896,'2024/04/16 10:32:52:118',4,0.200521,0.715741,2
897,'2024/04/16 10:32:52:138',4,0.200521,0.712037,2
898,'2024/04/16 10:32:52:138',4,0.201042,0.712037,2
899,'2024/04/16 10:32:52:158',4,0.201042,0.709259,2
900,'2024/04/16 10:32:52:158',4,0.201042,0.709259,2
901,'2024/04/16 10:32:52:178',4,0.201042,0.707407,2
902,'2024/04/16 10:32:52:178',4,0.201562,0.707407,2
903,'2024/04/16 10:32:52:238',4,0.201562,0.702778,2
904,'2024/04/16 10:32:52:238',4,0.202604,0.702778,2
905,'2024/04/16 10:32:52:258',4,0.202604,0.700926,2
906,'2024/04/16 10:32:52:258',4,0.203125,0.700926,2
907,'2024/04/16 10:32:52:278',4,0.203125,0.7,2
908,'2024/04/16 10:32:52:278',4,0.203646,0.7,2
909,'2024/04/16 10:32:52:298',4,0.203646,0.698148,2
910,'2024/04/16 10:32:52:298',4,0.203646,0.698148,2
911,'2024/04/16 10:32:52:318',4,0.203646,0.697222,2
912,'2024/04/16 10:32:52:318',4,0.204167,0.697222,2
913,'2024/04/16 10:32:52:338',4,0.204167,0.69537,2
914,'2024/04/16 10:32:52:338',4,0.204688,0.69537,2
915,'2024/04/16 10:32:52:358',4,0.204688,0.694444,2
916,'2024/04/16 10:32:52:358',4,0.205208,0.694444,2
917,'2024/04/16 10:32:52:378',4,0.205208,0.691667,2
918,'2024/04/16 10:32:52:378',4,0.205729,0.691667,2
919,'2024/04/16 10:32:52:398',4,0.205729,0.690741,2
920,'2024/04/16 10:32:52:398',4,0.20625,0.690741,2
921,'2024/04/16 10:32:52:418',4,0.20625,0.688889,2
922,'2024/04/16 10:32:52:418',4,0.20625,0.688889,2
923,'2024/04/16 10:32:52:438',4,0.20625,0.687963,2
924,'2024/04/16 10:32:52:438',4,0.206771,0.687963,2
925,'2024/04/16 10:32:52:478',4,0.206771,0.686111,2
926,'2024/04/16 10:32:52:478',4,0.207292,0.686111,2
927,'2024/04/16 10:32:52:518',4,0.207292,0.682407,2
928,'2024/04/16 10:32:52:518',4,0.207813,0.682407,2
929,'2024/04/16 10:32:52:538',4,0.207813,0.680556,2
930,'2024/04/16 10:32:52:538',4,0.208333,0.680556,2
931,'2024/04/16 10:32:52:558',4,0.208333,0.677778,2
932,'2024/04/16 10:32:52:558',4,0.208333,0.677778,2
933,'2024/04/16 10:32:52:578',4,0.208333,0.676852,2
934,'2024/04/16 10:32:52:578',4,0.208854,0.676852,2
935,'2024/04/16 10:32:52:598',4,0.208854,0.675,2
936,'2024/04/16 10:32:52:598',4,0.208854,0.675,2
937,'2024/04/16 10:32:52:618',4,0.208854,0.675,2
938,'2024/04/16 10:32:52:618',4,0.208854,0.675,2
939,'2024/04/16 10:32:52:638',4,0.208854,0.674074,2
940,'2024/04/16 10:32:52:638',4,0.208854,0.674074,2
941,'2024/04/16 10:32:52:658',4,0.208854,0.674074,2
942,'2024/04/16 10:32:52:658',4,0.208854,0.674074,2
943,'2024/04/16 10:32:55:958',5,0.2,0.668519,3
944,'2024/04/16 10:32:55:958',5,0.203646,0.668519,3
945,'2024/04/16 10:32:55:978',5,0.203646,0.674074,3
946,'2024/04/16 10:32:55:978',5,0.214062,0.674074,3
947,'2024/04/16 10:32:55:998',5,0.214062,0.681481,3
948,'2024/04/16 10:32:55:998',5,0.240104,0.681481,3
949,'2024/04/16 10:32:56:018',5,0.240104,0.681481,3
950,'2024/04/16 10:32:56:018',5,0.317708,0.681481,3
951,'2024/04/16 10:32:56:038',5,0.317708,0.571296,3
952,'2024/04/16 10:32:56:038',5,0.5125,0.571296,3
953,'2024/04/16 10:32:56:058',5,0.5125,0.47037,3
954,'2024/04/16 10:32:56:058',5,0.614062,0.47037,3
955,'2024/04/16 10:32:56:078',5,0.614062,0.369444,3
956,'2024/04/16 10:32:56:078',5,0.704167,0.369444,3
957,'2024/04/16 10:32:56:098',5,0.704167,0.321296,3
958,'2024/04/16 10:32:56:098',5,0.743229,0.321296,3
959,'2024/04/16 10:32:56:118',5,0.743229,0.269444,3
960,'2024/04/16 10:32:56:118',5,0.776042,0.269444,3
961,'2024/04/16 10:32:56:138',5,0.776042,0.248148,3
962,'2024/04/16 10:32:56:138',5,0.78125,0.248148,3
963,'2024/04/16 10:32:56:158',5,0.78125,0.210185,3
964,'2024/04/16 10:32:56:158',5,0.781771,0.210185,3
965,'2024/04/16 10:32:56:178',5,0.781771,0.210185,3
966,'2024/04/16 10:32:56:178',5,0.781771,0.210185,3
967,'2024/04/16 10:32:56:438',5,0.781771,0.209259,3
968,'2024/04/16 10:32:56:438',5,0.781771,0.209259,3
969,'2024/04/16 10:32:56:458',5,0.781771,0.196296,3
970,'2024/04/16 10:32:56:458',5,0.790104,0.196296,3
971,'2024/04/16 10:32:56:478',5,0.790104,0.187037,3
972,'2024/04/16 10:32:56:478',5,0.797396,0.187037,3
973,'2024/04/16 10:32:56:498',5,0.797396,0.169444,3
974,'2024/04/16 10:32:56:498',5,0.810938,0.169444,3
975,'2024/04/16 10:32:56:518',5,0.810938,0.156481,3
976,'2024/04/16 10:32:56:518',5,0.819271,0.156481,3
977,'2024/04/16 10:32:56:538',5,0.819271,0.134259,3
978,'2024/04/16 10:32:56:538',5,0.822917,0.134259,3
979,'2024/04/16 10:32:56:558',5,0.822917,0.121296,3
980,'2024/04/16 10:32:56:558',5,0.820833,0.121296,3
981,'2024/04/16 10:32:56:578',5,0.820833,0.087037,3
982,'2024/04/16 10:32:56:578',5,0.796354,0.087037,3
983,'2024/04/16 10:32:56:598',5,0.796354,0.074074,3
984,'2024/04/16 10:32:56:598',5,0.770312,0.074074,3
985,'2024/04/16 10:32:56:618',5,0.770312,0.07037,3
986,'2024/04/16 10:32:56:618',5,0.7375,0.07037,3
987,'2024/04/16 10:32:56:638',5,0.7375,0.098148,3
988,'2024/04/16 10:32:56:638',5,0.691146,0.098148,3
989,'2024/04/16 10:32:56:658',5,0.691146,0.208333,3
990,'2024/04/16 10:32:56:658',5,0.659375,0.208333,3
991,'2024/04/16 10:32:56:678',5,0.659375,0.266667,3
992,'2024/04/16 10:32:56:678',5,0.659375,0.266667,3
993,'2024/04/16 10:32:56:698',5,0.659375,0.363889,3
994,'2024/04/16 10:32:56:698',5,0.669271,0.363889,3
995,'2024/04/16 10:32:56:718',5,0.669271,0.403704,3
996,'2024/04/16 10:32:56:718',5,0.683333,0.403704,3
997,'2024/04/16 10:32:56:738',5,0.683333,0.435185,3
998,'2024/04/16 10:32:56:738',5,0.732292,0.435185,3
999,'2024/04/16 10:32:56:758',5,0.732292,0.425926,3
1000,'2024/04/16 10:32:56:758',5,0.78125,0.425926,3
1001,'2024/04/16 10:32:56:778',5,0.78125,0.389815,3
1002,'2024/04/16 10:32:56:778',5,0.829167,0.389815,3
1003,'2024/04/16 10:32:56:798',5,0.829167,0.357407,3
1004,'2024/04/16 10:32:56:798',5,0.861979,0.357407,3
1005,'2024/04/16 10:32:56:818',5,0.861979,0.332407,3
1006,'2024/04/16 10:32:56:818',5,0.880208,0.332407,3
1007,'2024/04/16 10:32:56:838',5,0.880208,0.303704,3
1008,'2024/04/16 10:32:56:838',5,0.892187,0.303704,3
1009,'2024/04/16 10:32:56:858',5,0.892187,0.277778,3
1010,'2024/04/16 10:32:56:858',5,0.89375,0.277778,3
1011,'2024/04/16 10:32:56:878',5,0.89375,0.226852,3
1012,'2024/04/16 10:32:56:878',5,0.881771,0.226852,3
1013,'2024/04/16 10:32:56:898',5,0.881771,0.133333,3
1014,'2024/04/16 10:32:56:898',5,0.833854,0.133333,3
1015,'2024/04/16 10:32:56:918',5,0.833854,0.099074,3
1016,'2024/04/16 10:32:56:918',5,0.804167,0.099074,3
1017,'2024/04/16 10:32:56:938',5,0.804167,0.062037,3
1018,'2024/04/16 10:32:56:938',5,0.747917,0.062037,3
1019,'2024/04/16 10:32:56:958',5,0.747917,0.064815,3
1020,'2024/04/16 10:32:56:958',5,0.700521,0.064815,3
1021,'2024/04/16 10:32:56:978',5,0.700521,0.106481,3
1022,'2024/04/16 10:32:56:978',5,0.665104,0.106481,3
1023,'2024/04/16 10:32:56:998',5,0.665104,0.176852,3
1024,'2024/04/16 10:32:56:998',5,0.639583,0.176852,3
1025,'2024/04/16 10:32:57:018',5,0.639583,0.238889,3
1026,'2024/04/16 10:32:57:018',5,0.629167,0.238889,3
1027,'2024/04/16 10:32:57:038',5,0.629167,0.35463,3
1028,'2024/04/16 10:32:57:038',5,0.634896,0.35463,3
1029,'2024/04/16 10:32:57:058',5,0.634896,0.39537,3
1030,'2024/04/16 10:32:57:058',5,0.650521,0.39537,3
1031,'2024/04/16 10:32:57:078',5,0.650521,0.467593,3
1032,'2024/04/16 10:32:57:078',5,0.709375,0.467593,3
1033,'2024/04/16 10:32:57:098',5,0.709375,0.474074,3
1034,'2024/04/16 10:32:57:098',5,0.753646,0.474074,3
1035,'2024/04/16 10:32:57:118',5,0.753646,0.449074,3
1036,'2024/04/16 10:32:57:118',5,0.803125,0.449074,3
1037,'2024/04/16 10:32:57:138',5,0.803125,0.408333,3
1038,'2024/04/16 10:32:57:138',5,0.840104,0.408333,3
1039,'2024/04/16 10:32:57:158',5,0.840104,0.392593,3
1040,'2024/04/16 10:32:57:158',5,0.853646,0.392593,3
1041,'2024/04/16 10:32:57:178',5,0.853646,0.342593,3
1042,'2024/04/16 10:32:57:178',5,0.878646,0.342593,3
1043,'2024/04/16 10:32:57:198',5,0.878646,0.3,3
1044,'2024/04/16 10:32:57:198',5,0.880208,0.3,3
1045,'2024/04/16 10:32:57:218',5,0.880208,0.268519,3
1046,'2024/04/16 10:32:57:218',5,0.872917,0.268519,3
1047,'2024/04/16 10:32:57:238',5,0.872917,0.213889,3
1048,'2024/04/16 10:32:57:238',5,0.846354,0.213889,3
1049,'2024/04/16 10:32:57:259',5,0.846354,0.178704,3
1050,'2024/04/16 10:32:57:259',5,0.819792,0.178704,3
1051,'2024/04/16 10:32:57:278',5,0.819792,0.142593,3
1052,'2024/04/16 10:32:57:278',5,0.769792,0.142593,3
1053,'2024/04/16 10:32:57:298',5,0.769792,0.138889,3
1054,'2024/04/16 10:32:57:298',5,0.734375,0.138889,3
1055,'2024/04/16 10:32:57:318',5,0.734375,0.146296,3
1056,'2024/04/16 10:32:57:318',5,0.703125,0.146296,3
1057,'2024/04/16 10:32:57:338',5,0.703125,0.19537,3
1058,'2024/04/16 10:32:57:338',5,0.665625,0.19537,3
1059,'2024/04/16 10:32:57:361',5,0.665625,0.259259,3
1060,'2024/04/16 10:32:57:361',5,0.647917,0.259259,3
1061,'2024/04/16 10:32:57:378',5,0.647917,0.305556,3
1062,'2024/04/16 10:32:57:378',5,0.646354,0.305556,3
1063,'2024/04/16 10:32:57:397',5,0.646354,0.367593,3
1064,'2024/04/16 10:32:57:398',5,0.661458,0.367593,3
1065,'2024/04/16 10:32:57:418',5,0.661458,0.402778,3
1066,'2024/04/16 10:32:57:418',5,0.685417,0.402778,3
1067,'2024/04/16 10:32:57:438',5,0.685417,0.427778,3
1068,'2024/04/16 10:32:57:438',5,0.75,0.427778,3
1069,'2024/04/16 10:32:57:458',5,0.75,0.412037,3
1070,'2024/04/16 10:32:57:458',5,0.785417,0.412037,3
1071,'2024/04/16 10:32:57:478',5,0.785417,0.365741,3
1072,'2024/04/16 10:32:57:478',5,0.83125,0.365741,3
1073,'2024/04/16 10:32:57:497',5,0.83125,0.331481,3
1074,'2024/04/16 10:32:57:498',5,0.851563,0.331481,3
1075,'2024/04/16 10:32:57:518',5,0.851563,0.3,3
1076,'2024/04/16 10:32:57:518',5,0.859896,0.3,3
1077,'2024/04/16 10:32:57:538',5,0.859896,0.239815,3
1078,'2024/04/16 10:32:57:538',5,0.860937,0.239815,3
1079,'2024/04/16 10:32:57:558',5,0.860937,0.17963,3
1080,'2024/04/16 10:32:57:558',5,0.841146,0.17963,3
1081,'2024/04/16 10:32:57:578',5,0.841146,0.138889,3
1082,'2024/04/16 10:32:57:578',5,0.819271,0.138889,3
1083,'2024/04/16 10:32:57:598',5,0.819271,0.089815,3
1084,'2024/04/16 10:32:57:598',5,0.778646,0.089815,3
1085,'2024/04/16 10:32:57:618',5,0.778646,0.074074,3
1086,'2024/04/16 10:32:57:618',5,0.748438,0.074074,3
1087,'2024/04/16 10:32:57:638',5,0.748438,0.073148,3
1088,'2024/04/16 10:32:57:638',5,0.707812,0.073148,3
1089,'2024/04/16 10:32:57:658',5,0.707812,0.099074,3
1090,'2024/04/16 10:32:57:658',5,0.684896,0.099074,3
1091,'2024/04/16 10:32:57:678',5,0.684896,0.164815,3
1092,'2024/04/16 10:32:57:678',5,0.659896,0.164815,3
1093,'2024/04/16 10:32:57:698',5,0.659896,0.246296,3
1094,'2024/04/16 10:32:57:698',5,0.648438,0.246296,3
1095,'2024/04/16 10:32:57:718',5,0.648438,0.300926,3
1096,'2024/04/16 10:32:57:718',5,0.648438,0.300926,3
1097,'2024/04/16 10:32:57:738',5,0.648438,0.363889,3
1098,'2024/04/16 10:32:57:738',5,0.661979,0.363889,3
1099,'2024/04/16 10:32:57:758',5,0.661979,0.4,3
1100,'2024/04/16 10:32:57:758',5,0.683854,0.4,3
1101,'2024/04/16 10:32:57:778',5,0.683854,0.427778,3
1102,'2024/04/16 10:32:57:778',5,0.748958,0.427778,3
1103,'2024/04/16 10:32:57:798',5,0.748958,0.410185,3
1104,'2024/04/16 10:32:57:798',5,0.796354,0.410185,3
1105,'2024/04/16 10:32:57:818',5,0.796354,0.383333,3
1106,'2024/04/16 10:32:57:818',5,0.824479,0.383333,3
1107,'2024/04/16 10:32:57:838',5,0.824479,0.340741,3
1108,'2024/04/16 10:32:57:838',5,0.853125,0.340741,3
1109,'2024/04/16 10:32:57:862',5,0.853125,0.296296,3
1110,'2024/04/16 10:32:57:862',5,0.866667,0.296296,3
1111,'2024/04/16 10:32:57:878',5,0.866667,0.252778,3
1112,'2024/04/16 10:32:57:878',5,0.867708,0.252778,3
1113,'2024/04/16 10:32:57:898',5,0.867708,0.191667,3
1114,'2024/04/16 10:32:57:898',5,0.849479,0.191667,3
1115,'2024/04/16 10:32:57:918',5,0.849479,0.152778,3
1116,'2024/04/16 10:32:57:918',5,0.830208,0.152778,3
1117,'2024/04/16 10:32:57:937',5,0.830208,0.112963,3
1118,'2024/04/16 10:32:57:938',5,0.796354,0.112963,3
1119,'2024/04/16 10:32:57:958',5,0.796354,0.1,3
1120,'2024/04/16 10:32:57:958',5,0.771875,0.1,3
1121,'2024/04/16 10:32:57:978',5,0.771875,0.102778,3
1122,'2024/04/16 10:32:57:978',5,0.738021,0.102778,3
1123,'2024/04/16 10:32:57:997',5,0.738021,0.127778,3
1124,'2024/04/16 10:32:57:998',5,0.716146,0.127778,3
1125,'2024/04/16 10:32:58:018',5,0.716146,0.164815,3
1126,'2024/04/16 10:32:58:018',5,0.697917,0.164815,3
1127,'2024/04/16 10:32:58:038',5,0.697917,0.234259,3
1128,'2024/04/16 10:32:58:038',5,0.68125,0.234259,3
1129,'2024/04/16 10:32:58:058',5,0.68125,0.300926,3
1130,'2024/04/16 10:32:58:058',5,0.681771,0.300926,3
1131,'2024/04/16 10:32:58:077',5,0.681771,0.342593,3
1132,'2024/04/16 10:32:58:078',5,0.696875,0.342593,3
1133,'2024/04/16 10:32:58:097',5,0.696875,0.384259,3
1134,'2024/04/16 10:32:58:098',5,0.73125,0.384259,3
1135,'2024/04/16 10:32:58:118',5,0.73125,0.39537,3
1136,'2024/04/16 10:32:58:118',5,0.776563,0.39537,3
1137,'2024/04/16 10:32:58:138',5,0.776563,0.373148,3
1138,'2024/04/16 10:32:58:138',5,0.823438,0.373148,3
1139,'2024/04/16 10:32:58:157',5,0.823438,0.35463,3
1140,'2024/04/16 10:32:58:158',5,0.842708,0.35463,3
1141,'2024/04/16 10:32:58:178',5,0.842708,0.319444,3
1142,'2024/04/16 10:32:58:178',5,0.865104,0.319444,3
1143,'2024/04/16 10:32:58:197',5,0.865104,0.29537,3
1144,'2024/04/16 10:32:58:198',5,0.869792,0.29537,3
1145,'2024/04/16 10:32:58:218',5,0.869792,0.259259,3
1146,'2024/04/16 10:32:58:218',5,0.870313,0.259259,3
1147,'2024/04/16 10:32:58:238',5,0.870313,0.225926,3
1148,'2024/04/16 10:32:58:238',5,0.861458,0.225926,3
1149,'2024/04/16 10:32:58:257',5,0.861458,0.157407,3
1150,'2024/04/16 10:32:58:258',5,0.825521,0.157407,3
1151,'2024/04/16 10:32:58:278',5,0.825521,0.134259,3
1152,'2024/04/16 10:32:58:278',5,0.803125,0.134259,3
1153,'2024/04/16 10:32:58:297',5,0.803125,0.119444,3
1154,'2024/04/16 10:32:58:298',5,0.763542,0.119444,3
1155,'2024/04/16 10:32:58:318',5,0.763542,0.119444,3
1156,'2024/04/16 10:32:58:318',5,0.735937,0.119444,3
1157,'2024/04/16 10:32:58:337',5,0.735937,0.156481,3
1158,'2024/04/16 10:32:58:338',5,0.7,0.156481,3
1159,'2024/04/16 10:32:58:361',5,0.7,0.24537,3
1160,'2024/04/16 10:32:58:361',5,0.677083,0.24537,3
1161,'2024/04/16 10:32:58:378',5,0.677083,0.298148,3
1162,'2024/04/16 10:32:58:378',5,0.677083,0.298148,3
1163,'2024/04/16 10:32:58:398',5,0.677083,0.362963,3
1164,'2024/04/16 10:32:58:398',5,0.688021,0.362963,3
1165,'2024/04/16 10:32:58:418',5,0.688021,0.433333,3
1166,'2024/04/16 10:32:58:419',5,0.719271,0.433333,3
1167,'2024/04/16 10:32:58:438',5,0.719271,0.452778,3
1168,'2024/04/16 10:32:58:438',5,0.747917,0.452778,3
1169,'2024/04/16 10:32:58:458',5,0.747917,0.446296,3
1170,'2024/04/16 10:32:58:458',5,0.804167,0.446296,3
1171,'2024/04/16 10:32:58:478',5,0.804167,0.412963,3
1172,'2024/04/16 10:32:58:478',5,0.835938,0.412963,3
1173,'2024/04/16 10:32:58:498',5,0.835938,0.367593,3
1174,'2024/04/16 10:32:58:498',5,0.85625,0.367593,3
1175,'2024/04/16 10:32:58:518',5,0.85625,0.330556,3
1176,'2024/04/16 10:32:58:518',5,0.863021,0.330556,3
1177,'2024/04/16 10:32:58:538',5,0.863021,0.260185,3
1178,'2024/04/16 10:32:58:538',5,0.860417,0.260185,3
1179,'2024/04/16 10:32:58:558',5,0.860417,0.239815,3
1180,'2024/04/16 10:32:58:558',5,0.854688,0.239815,3
1181,'2024/04/16 10:32:58:577',5,0.854688,0.169444,3
1182,'2024/04/16 10:32:58:578',5,0.821354,0.169444,3
1183,'2024/04/16 10:32:58:597',5,0.821354,0.143519,3
1184,'2024/04/16 10:32:58:598',5,0.799479,0.143519,3
1185,'2024/04/16 10:32:58:618',5,0.799479,0.130556,3
1186,'2024/04/16 10:32:58:618',5,0.773438,0.130556,3
1187,'2024/04/16 10:32:58:637',5,0.773438,0.130556,3
1188,'2024/04/16 10:32:58:638',5,0.745833,0.130556,3
1189,'2024/04/16 10:32:58:658',5,0.745833,0.146296,3
1190,'2024/04/16 10:32:58:658',5,0.733333,0.146296,3
1191,'2024/04/16 10:32:58:678',5,0.733333,0.197222,3
1192,'2024/04/16 10:32:58:678',5,0.71875,0.197222,3
1193,'2024/04/16 10:32:58:698',5,0.71875,0.243519,3
1194,'2024/04/16 10:32:58:698',5,0.717708,0.243519,3
1195,'2024/04/16 10:32:58:718',5,0.717708,0.317593,3
1196,'2024/04/16 10:32:58:718',5,0.723958,0.317593,3
1197,'2024/04/16 10:32:58:738',5,0.723958,0.382407,3
1198,'2024/04/16 10:32:58:738',5,0.746875,0.382407,3
1199,'2024/04/16 10:32:58:757',5,0.746875,0.437963,3
1200,'2024/04/16 10:32:58:758',5,0.783854,0.437963,3
1201,'2024/04/16 10:32:58:777',5,0.783854,0.45463,3
1202,'2024/04/16 10:32:58:778',5,0.811458,0.45463,3
1203,'2024/04/16 10:32:58:798',5,0.811458,0.45,3
1204,'2024/04/16 10:32:58:798',5,0.854688,0.45,3
1205,'2024/04/16 10:32:58:818',5,0.854688,0.436111,3
1206,'2024/04/16 10:32:58:818',5,0.870833,0.436111,3
1207,'2024/04/16 10:32:58:838',5,0.870833,0.40463,3
1208,'2024/04/16 10:32:58:838',5,0.890625,0.40463,3
1209,'2024/04/16 10:32:58:859',5,0.890625,0.380556,3
1210,'2024/04/16 10:32:58:859',5,0.896354,0.380556,3
1211,'2024/04/16 10:32:58:877',5,0.896354,0.323148,3
1212,'2024/04/16 10:32:58:878',5,0.894271,0.323148,3
1213,'2024/04/16 10:32:58:897',5,0.894271,0.280556,3
1214,'2024/04/16 10:32:58:898',5,0.88125,0.280556,3
1215,'2024/04/16 10:32:58:918',5,0.88125,0.234259,3
1216,'2024/04/16 10:32:58:918',5,0.860937,0.234259,3
1217,'2024/04/16 10:32:58:938',5,0.860937,0.193519,3
1218,'2024/04/16 10:32:58:938',5,0.831771,0.193519,3
1219,'2024/04/16 10:32:58:958',5,0.831771,0.162963,3
1220,'2024/04/16 10:32:58:958',5,0.786979,0.162963,3
1221,'2024/04/16 10:32:58:977',5,0.786979,0.162037,3
1222,'2024/04/16 10:32:58:978',5,0.761979,0.162037,3
1223,'2024/04/16 10:32:58:998',5,0.761979,0.187963,3
1224,'2024/04/16 10:32:58:998',5,0.729167,0.187963,3
1225,'2024/04/16 10:32:59:018',5,0.729167,0.223148,3
1226,'2024/04/16 10:32:59:018',5,0.713542,0.223148,3
1227,'2024/04/16 10:32:59:037',5,0.713542,0.302778,3
1228,'2024/04/16 10:32:59:038',5,0.704167,0.302778,3
1229,'2024/04/16 10:32:59:058',5,0.704167,0.363889,3
1230,'2024/04/16 10:32:59:058',5,0.708333,0.363889,3
1231,'2024/04/16 10:32:59:078',5,0.708333,0.438889,3
1232,'2024/04/16 10:32:59:078',5,0.728125,0.438889,3
1233,'2024/04/16 10:32:59:097',5,0.728125,0.458333,3
1234,'2024/04/16 10:32:59:098',5,0.740625,0.458333,3
1235,'2024/04/16 10:32:59:118',5,0.740625,0.475926,3
1236,'2024/04/16 10:32:59:118',5,0.764583,0.475926,3
1237,'2024/04/16 10:32:59:138',5,0.764583,0.453704,3
1238,'2024/04/16 10:32:59:138',5,0.800521,0.453704,3
1239,'2024/04/16 10:32:59:158',5,0.800521,0.403704,3
1240,'2024/04/16 10:32:59:158',5,0.827604,0.403704,3
1241,'2024/04/16 10:32:59:178',5,0.827604,0.365741,3
1242,'2024/04/16 10:32:59:178',5,0.840104,0.365741,3
1243,'2024/04/16 10:32:59:197',5,0.840104,0.322222,3
1244,'2024/04/16 10:32:59:198',5,0.845833,0.322222,3
1245,'2024/04/16 10:32:59:218',5,0.845833,0.3,3
1246,'2024/04/16 10:32:59:218',5,0.844271,0.3,3
1247,'2024/04/16 10:32:59:239',5,0.844271,0.271296,3
1248,'2024/04/16 10:32:59:239',5,0.829167,0.271296,3
1249,'2024/04/16 10:32:59:257',5,0.829167,0.256481,3
1250,'2024/04/16 10:32:59:258',5,0.814062,0.256481,3
1251,'2024/04/16 10:32:59:277',5,0.814062,0.248148,3
1252,'2024/04/16 10:32:59:278',5,0.79375,0.248148,3
1253,'2024/04/16 10:32:59:297',5,0.79375,0.248148,3
1254,'2024/04/16 10:32:59:298',5,0.777083,0.248148,3
1255,'2024/04/16 10:32:59:318',5,0.777083,0.255556,3
1256,'2024/04/16 10:32:59:318',5,0.770833,0.255556,3
1257,'2024/04/16 10:32:59:337',5,0.770833,0.27963,3
1258,'2024/04/16 10:32:59:338',5,0.770312,0.27963,3
1259,'2024/04/16 10:32:59:357',5,0.770312,0.30463,3
1260,'2024/04/16 10:32:59:358',5,0.775,0.30463,3
1261,'2024/04/16 10:32:59:378',5,0.775,0.32963,3
1262,'2024/04/16 10:32:59:378',5,0.785417,0.32963,3
1263,'2024/04/16 10:32:59:397',5,0.785417,0.339815,3
1264,'2024/04/16 10:32:59:398',5,0.792708,0.339815,3
1265,'2024/04/16 10:32:59:418',5,0.792708,0.339815,3
1266,'2024/04/16 10:32:59:418',5,0.792708,0.339815,3
1267,'2024/04/16 10:32:59:617',5,0.792708,0.344444,3
1268,'2024/04/16 10:32:59:618',5,0.789063,0.344444,3
1269,'2024/04/16 10:32:59:637',5,0.789063,0.352778,3
1270,'2024/04/16 10:32:59:638',5,0.780208,0.352778,3
1271,'2024/04/16 10:32:59:657',5,0.780208,0.396296,3
1272,'2024/04/16 10:32:59:658',5,0.732813,0.396296,3
1273,'2024/04/16 10:32:59:677',5,0.732813,0.471296,3
1274,'2024/04/16 10:32:59:678',5,0.658854,0.471296,3
1275,'2024/04/16 10:32:59:697',5,0.658854,0.630556,3
1276,'2024/04/16 10:32:59:698',5,0.543229,0.630556,3
1277,'2024/04/16 10:32:59:718',5,0.543229,0.722222,3
1278,'2024/04/16 10:32:59:718',5,0.491146,0.722222,3
1279,'2024/04/16 10:32:59:737',5,0.491146,0.847222,3
1280,'2024/04/16 10:32:59:738',5,0.425521,0.847222,3
1281,'2024/04/16 10:32:59:758',5,0.425521,0.882407,3
1282,'2024/04/16 10:32:59:758',5,0.404167,0.882407,3
1283,'2024/04/16 10:32:59:777',5,0.404167,0.908333,3
1284,'2024/04/16 10:32:59:778',5,0.379167,0.908333,3
1285,'2024/04/16 10:32:59:797',5,0.379167,0.907407,3
1286,'2024/04/16 10:32:59:798',5,0.372917,0.907407,3
1287,'2024/04/16 10:32:59:818',5,0.372917,0.907407,3
1288,'2024/04/16 10:32:59:818',5,0.372917,0.907407,3
1289,'2024/04/16 10:33:00:018',5,0.372917,0.901852,3
1290,'2024/04/16 10:33:00:018',5,0.370313,0.901852,3
1291,'2024/04/16 10:33:00:038',5,0.370313,0.889815,3
